-0.29011583;-11.013795;2.236217;-0.540284;2.443993;5.5513163;6.6355743;7.2196445;-0.5685177;0.47777855;12.11479;3.8227153;-4.402922;5.1844177;1.8005474;1.9065298;0.8780807;-0.38388807;-1.144164;0.27202225;-3.6114507;0.19122076;3.0894418;-2.5215907;-3.3283892;0.91996944;0.53790975;-2.9649405;-2.0297382;-4.0080414;-2.3015828;-2.1008286;-2.0566072;-1.5035813;-4.101548;-1.2093742;0.34714502;-4.599231;-7.970906;-0.5009953;0.5481272;0.45406106;-1.6973892;-5.717675;-2.3233788;1.5869237;2.4055195;-2.047203;-1.6368487;-4.0311856;6.4972887;
-2.0660303;-12.145897;1.1277204;3.7395868;0.77787256;2.8319;6.5889206;5.6896353;-1.6205099;-0.2159308;8.676603;-2.4036174;-6.3895364;-2.1002312;-1.0483797;0.20186514;-1.2055306;-3.2591262;-3.8071928;-2.203657;-4.14683;-2.9664993;4.625663;-3.7773955;-5.708195;-2.0465002;-1.0011855;-4.5572433;-1.199881;-5.95043;-2.9931474;-2.416351;-0.7070075;-3.6173015;-5.650671;-1.0232484;3.305299;-5.991567;-7.0306973;-2.1073594;0.23363337;-0.21629888;-1.9634935;-5.639739;-0.9465835;4.3427763;1.8909603;-3.2761304;-4.041105;-2.7563157;11.553766;
-3.6983066;-13.465418;0.5882766;4.559539;0.041512728;1.2260232;4.847554;5.2162523;-2.049845;-0.12736338;7.677337;-7.2818036;-7.6719933;-7.1675406;-3.0042071;-1.723418;-3.7519598;-5.069729;-5.719296;-5.188111;-4.0010977;-5.743641;3.2212696;-4.0505066;-7.4325643;-4.4239626;-2.1634555;-5.3451;-0.8705152;-7.78491;-3.4413967;-3.1917534;0.71875787;-4.526767;-6.20282;-1.5816059;5.5835376;-7.1396847;-4.929284;-3.5558574;-0.5362828;-0.7550772;-2.3382638;-5.7147355;0.18778169;5.683799;1.8042111;-4.338085;-5.5846663;-1.5839586;15.719832;
-4.907911;-14.03718;1.1519543;1.9473226;0.058664083;0.7286639;2.9817615;5.5861907;-2.015337;0.41104805;8.187933;-9.45015;-8.516058;-9.006338;-4.7673993;-2.8296967;-5.501233;-5.740196;-6.6964197;-7.41642;-4.077243;-7.5812945;0.3481512;-4.056689;-8.612381;-5.385907;-3.2196822;-5.701554;-1.1785103;-8.399214;-3.7007403;-3.779591;1.5827358;-4.9160223;-5.652278;-2.68081;5.8044195;-7.904567;-3.0150824;-4.2422237;-0.90795696;-1.119843;-2.509651;-5.8374643;1.0439887;5.950905;1.3359047;-4.9280224;-6.7063427;-0.46868372;18.26781;
-5.7697616;-14.412591;2.671516;-1.0442408;-0.29281735;0.9385648;1.9853354;5.505887;-1.8423512;1.2038614;8.599708;-9.6332035;-8.869111;-8.60754;-5.6398525;-3.1676822;-6.5335526;-5.8673453;-7.2728033;-8.190405;-4.0598264;-8.314509;-1.1749766;-4.0146437;-9.251835;-6.129225;-3.2524228;-5.8727684;-1.2752923;-8.507324;-3.9404354;-4.231571;2.3312588;-5.137348;-4.5584383;-3.7601957;4.7622857;-8.011999;-1.9821372;-4.426058;-0.868613;-1.0395049;-2.761699;-5.513836;1.4202518;6.015562;0.1717248;-5.1110926;-7.0358133;0.38085318;19.450191;
-6.263348;-14.686423;3.5631616;-2.9058504;-0.5529647;1.2861364;1.4920118;4.6973553;-1.9982622;1.9016942;7.9898567;-8.753347;-8.941706;-7.658809;-5.378374;-2.9091673;-7.008366;-5.71312;-7.411484;-7.7747006;-3.665525;-8.304621;-1.6297318;-3.730935;-9.411655;-6.3069935;-2.7283802;-6.1815467;-0.9956378;-7.965029;-4.0848007;-4.237488;3.1553428;-5.0510626;-3.3219981;-4.4359436;3.5987117;-7.481186;-1.899365;-4.9502063;-0.9484764;-0.504496;-2.9958596;-4.68271;1.632616;5.6116543;-0.9259001;-5.0068;-6.3906693;1.028626;19.895752;
-6.57995;-15.235067;3.3165498;-3.6430185;-1.0918325;1.8577883;0.8820033;3.9387836;-2.2257607;2.7386374;6.2765536;-7.9113855;-9.066652;-7.4015274;-4.486765;-2.4497318;-7.1466866;-5.995196;-7.0655355;-6.778207;-2.8907056;-7.7172127;-1.9621477;-3.541149;-8.929106;-5.747212;-2.227285;-6.9955616;-0.6132151;-6.839801;-4.393306;-3.7296324;4.328443;-5.0774846;-2.032147;-4.3796377;2.693007;-6.3173733;-1.9374294;-5.921438;-1.1518397;0.2154963;-3.0152526;-3.3814003;2.133942;4.996882;-1.5078639;-4.800349;-5.2209086;1.6259809;20.112831;
-6.5422316;-15.659087;2.3173165;-3.3831758;-2.1071737;2.6232023;0.6936512;3.0242085;-2.300342;4.184048;4.081796;-8.327925;-8.846455;-8.21362;-3.6332731;-2.8420472;-7.474197;-6.6697226;-6.263179;-5.6105056;-2.1421669;-6.726746;-2.1119018;-3.9478736;-8.236132;-5.015154;-1.6680422;-8.090833;-0.29196012;-5.1151204;-4.564461;-3.0671315;4.5619197;-5.1638155;-1.0521095;-3.2469294;1.8363258;-5.296732;-1.4426718;-6.578431;-0.86870205;1.528115;-2.8901014;-1.8454092;2.8774052;4.266604;-1.6604667;-3.880632;-4.376503;2.040226;19.34679;
-5.3949065;-14.427034;0.9866745;-1.7111773;-3.171412;3.4805639;1.4310956;1.9807281;-2.0254025;5.7442994;2.9034977;-9.589039;-8.006485;-9.881781;-3.440432;-3.7406712;-7.859709;-7.3915024;-5.0897474;-4.4552503;-1.4072812;-5.9554853;-2.466476;-4.475911;-7.8727894;-4.518563;-0.45732483;-7.937686;0.16192944;-3.6046603;-4.43815;-2.732923;3.1642299;-5.131051;-0.9809722;-2.309032;1.2727865;-5.455045;0.30458164;-7.01184;-0.9845433;2.1487124;-3.0881875;-1.1776363;3.6940675;3.3620071;-1.0575087;-2.5878682;-4.027769;1.8391206;17.398563;
-4.46666;-12.405057;0.4764917;-0.24131143;-2.3853555;4.5507298;1.7780833;1.5225929;-1.6788324;6.298364;4.1445527;-9.74362;-7.506134;-9.862259;-3.7956097;-4.58794;-7.8137183;-7.5562572;-3.394328;-3.9316125;-0.07777405;-5.88897;-3.1041281;-4.6202016;-7.67834;-3.8828547;0.9928168;-5.5819817;0.40396118;-3.5795236;-3.9055874;-3.1463306;1.7492497;-5.2053404;-0.48579895;-2.8124652;0.62558436;-6.3066945;2.0321488;-6.512562;-2.0790224;2.039866;-2.9289112;-1.411063;2.71748;2.4172626;-0.6400233;-1.5844324;-4.146818;0.91142774;15.924776;
-3.336864;-10.058385;0.938036;0.24782753;-1.0489614;7.19118;1.2549348;1.5713227;-0.5862342;6.458808;6.4243045;-7.3688664;-6.331639;-6.9126034;-2.6404033;-4.2289414;-5.9360423;-6.779033;-2.0949714;-2.8048704;0.953773;-4.196561;-3.5789402;-4.4654713;-6.0169907;-1.0626686;3.5649865;-2.2655883;-0.7961343;-3.6747203;-3.764256;-3.3084965;1.2943151;-4.5628343;1.2109108;-3.5661697;-0.9674938;-5.4518127;2.3889012;-5.710727;-3.5482063;1.5670033;-2.1054332;-2.75507;0.69795954;0.8338133;-1.3637259;-1.1820608;-3.7258506;-0.30917382;12.955414;
